id,path,transactional,path_length,diagram,useCase
1,User->Login page->verify user information->Invalid information error message,CTRL,4,login,Login
2,User->Login page->verify user information->Invalid information error message,INT,4,login,Login
3,User->Login page->verify user information->My account page,CTRL,4,login,Login
4,User->Login page->verify user information->My account page,INT,4,login,Login
5,User->Login page->verify user information->user info,CTRL,4,login,Login
6,User->Login page->verify user information->user info,DM,4,login,Login
7,User->Login page->verify user information->user info,EI,4,login,Login
8,User->Invalid information error message->redirect to login page->Login page,CTRL,4,login,Login
9,User->Invalid information error message->redirect to login page->Login page,INT,4,login,Login
10,User->Forgotten username or password link->send email including credential->Email Protocol,CTRL,4,login,Login
11,User->Forgotten username or password link->send email including credential->Email Protocol,EXTIVK,4,login,Login
12,User->feature detail->update feature detail->feature,CTRL,4,View Dashboard Page,View Dashboard Page
13,User->feature detail->update feature detail->feature,DM,4,View Dashboard Page,View Dashboard Page
14,User->feature detail->update feature detail->feature,EI,4,View Dashboard Page,View Dashboard Page
15,User->Feature List->redirect to feature page->feature detail,CTRL,4,View Dashboard Page,View Dashboard Page
16,User->Feature List->redirect to feature page->feature detail,INT,4,View Dashboard Page,View Dashboard Page
17,User->User profile page->verify input message->Error message for update failure,CTRL,4,Edit Consumer Profile,Edit Consumer Profile
18,User->User profile page->verify input message->Error message for update failure,INT,4,Edit Consumer Profile,Edit Consumer Profile
19,User->User profile page->verify input message->save udpated profile->profile,CTRL,5,Edit Consumer Profile,Edit Consumer Profile
20,User->User profile page->verify input message->save udpated profile->profile,DM,5,Edit Consumer Profile,Edit Consumer Profile
21,User->User profile page->verify input message->save udpated profile->profile,EI,5,Edit Consumer Profile,Edit Consumer Profile
22,User->price detail input page->verify input price information->input information invalid error message,CTRL,4,Share Prices,Share Prices
23,User->price detail input page->verify input price information->input information invalid error message,INT,4,Share Prices,Share Prices
24,User->price detail input page->verify input price information->save input price information->profile,CTRL,5,Share Prices,Share Prices
25,User->price detail input page->verify input price information->save input price information->profile,DM,5,Share Prices,Share Prices
26,User->price detail input page->verify input price information->save input price information->profile,EI,5,Share Prices,Share Prices
27,User->Share price button->diplay price input page->price detail input page,CTRL,4,Share Prices,Share Prices
28,User->Share price button->diplay price input page->price detail input page,INT,4,Share Prices,Share Prices
29,User->photo list->OCR read the medical information->unable to recoginize information from photo,CTRL,4,Share Price through OCR capture,Share Price through OCR capture
30,User->photo list->OCR read the medical information->unable to recoginize information from photo,INT,4,Share Price through OCR capture,Share Price through OCR capture
31,User->photo list->OCR read the medical information->update the recognized information into database.->Price,CTRL,5,Share Price through OCR capture,Share Price through OCR capture
32,User->photo list->OCR read the medical information->update the recognized information into database.->Price,DM,5,Share Price through OCR capture,Share Price through OCR capture
33,User->photo list->OCR read the medical information->update the recognized information into database.->Price,EI,5,Share Price through OCR capture,Share Price through OCR capture
34,User->Share price through picture capture button->load photo from library->photo list,CTRL,4,Share Price through OCR capture,Share Price through OCR capture
35,User->Share price through picture capture button->load photo from library->photo list,INT,4,Share Price through OCR capture,Share Price through OCR capture
36,User->Search crieteria input page->retrieve matched doctors from db->Invalid input message,CTRL,4,Search Provider,Search Provider
37,User->Search crieteria input page->retrieve matched doctors from db->Invalid input message,INT,4,Search Provider,Search Provider
38,User->Search crieteria input page->retrieve matched doctors from db->Doctor,CTRL,4,Search Provider,Search Provider
39,User->Search crieteria input page->retrieve matched doctors from db->Doctor,DM,4,Search Provider,Search Provider
40,User->Search crieteria input page->retrieve matched doctors from db->Doctor,EI,4,Search Provider,Search Provider
41,User->Search crieteria input page->retrieve matched doctors from db->non matched doctor,CTRL,4,Search Provider,Search Provider
42,User->Search crieteria input page->retrieve matched doctors from db->non matched doctor,INT,4,Search Provider,Search Provider
43,User->Search provide page->Display all provider based on criteria->Provider,CTRL,4,Follow/unfollow a provider,Follow/unfollow a provider
44,User->Search provide page->Display all provider based on criteria->Provider,DM,4,Follow/unfollow a provider,Follow/unfollow a provider
45,User->Search provide page->Display all provider based on criteria->Provider,EI,4,Follow/unfollow a provider,Follow/unfollow a provider
46,User->Search provide page->Display all provider based on criteria->follow/unfollow button,CTRL,4,Follow/unfollow a provider,Follow/unfollow a provider
47,User->Search provide page->Display all provider based on criteria->follow/unfollow button,INT,4,Follow/unfollow a provider,Follow/unfollow a provider
48,User->Confirm dialog->Update subscription information->Subscription,CTRL,4,Follow/unfollow a provider,Follow/unfollow a provider
49,User->Confirm dialog->Update subscription information->Subscription,DM,4,Follow/unfollow a provider,Follow/unfollow a provider
50,User->Confirm dialog->Update subscription information->Subscription,EI,4,Follow/unfollow a provider,Follow/unfollow a provider
51,User->follow/unfollow button->Popup confirm diagram->Confirm dialog,CTRL,4,Follow/unfollow a provider,Follow/unfollow a provider
52,User->follow/unfollow button->Popup confirm diagram->Confirm dialog,INT,4,Follow/unfollow a provider,Follow/unfollow a provider
53,User->follow/unfollow button->Popup confirm diagram->Redirect to search page->Search provide page,CTRL,5,Follow/unfollow a provider,Follow/unfollow a provider
54,User->follow/unfollow button->Popup confirm diagram->Redirect to search page->Search provide page,INT,5,Follow/unfollow a provider,Follow/unfollow a provider
55,User->Search provider page->Display all provider based on criteria->rate button,CTRL,4,Rate a provider,Rate a provider
56,User->Search provider page->Display all provider based on criteria->rate button,INT,4,Rate a provider,Rate a provider
57,User->Search provider page->Display all provider based on criteria->Provider,CTRL,4,Rate a provider,Rate a provider
58,User->Search provider page->Display all provider based on criteria->Provider,DM,4,Rate a provider,Rate a provider
59,User->Search provider page->Display all provider based on criteria->Provider,EI,4,Rate a provider,Rate a provider
60,User->rate button->Display rating input page->Rating input page,CTRL,4,Rate a provider,Rate a provider
61,User->rate button->Display rating input page->Rating input page,INT,4,Rate a provider,Rate a provider
62,User->Rating input page->Update provider rating information->Rating,CTRL,4,Rate a provider,Rate a provider
63,User->Rating input page->Update provider rating information->Rating,DM,4,Rate a provider,Rate a provider
64,User->Rating input page->Update provider rating information->Rating,EI,4,Rate a provider,Rate a provider
65,User->provider information input page->create a new provider->Provider,CTRL,4,Add New Provider,Add New Provider
66,User->provider information input page->create a new provider->Provider,DM,4,Add New Provider,Add New Provider
67,User->provider information input page->create a new provider->Provider,EI,4,Add New Provider,Add New Provider
68,User->provider information input page->create a new provider->Provider created success message,CTRL,4,Add New Provider,Add New Provider
69,User->provider information input page->create a new provider->Provider created success message,INT,4,Add New Provider,Add New Provider
70,User->Add provider button->Display provider add page->provider information input page,CTRL,4,Add New Provider,Add New Provider
71,User->Add provider button->Display provider add page->provider information input page,INT,4,Add New Provider,Add New Provider
72,User->request list->update status of requests->Request,CTRL,4,Maintain the system,Maintain the system
73,User->request list->update status of requests->Request,DM,4,Maintain the system,Maintain the system
74,User->request list->update status of requests->Request,EI,4,Maintain the system,Maintain the system
75,User->request list->update status of requests->request status is successfully updated.,CTRL,4,Maintain the system,Maintain the system
76,User->request list->update status of requests->request status is successfully updated.,INT,4,Maintain the system,Maintain the system
77,User->check requests button->load requests->Request,CTRL,4,Maintain the system,Maintain the system
78,User->check requests button->load requests->Request,DM,4,Maintain the system,Maintain the system
79,User->check requests button->load requests->Request,EI,4,Maintain the system,Maintain the system
80,User->check requests button->load requests->request list,CTRL,4,Maintain the system,Maintain the system
