id,element,useCase,type,outboundDegree,inboundDegree
1,User:Battle Scene,Increase Difficulty accordingly,0,undefined,undefined
2,Increase Number of Army:Achievements,Increase Difficulty accordingly,0,undefined,undefined
3,Increase Number of Army:Battle,Increase Difficulty accordingly,0,undefined,undefined
4,Battle Scene:Increase Opponenent Weapons,Increase Difficulty accordingly,0,undefined,undefined
5,Battle Scene:Increase Number of Army,Increase Difficulty accordingly,0,undefined,undefined
6,Battle Scene:Increase Closing-in speed,Increase Difficulty accordingly,0,undefined,undefined
7,Increase Closing-in speed:Increase Opponenent Weapons,Increase Difficulty accordingly,0,undefined,undefined
8,Increase Number of Army:Increase Closing-in speed,Increase Difficulty accordingly,0,undefined,undefined
9,Increase Number of Army:User Master,Increase Difficulty accordingly,0,undefined,undefined
10,stl#User:Battle Scene,Increase Difficulty accordingly,0,undefined,undefined
