id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:Add new button,Upload document,0,undefined,undefined
2,Administrator:case information page,Upload document,0,undefined,undefined
3,Administrator:unauthorized information message,Upload document,0,undefined,undefined
4,Administrator:document upload page,Upload document,0,undefined,undefined
5,Administrator:invalid description message,Upload document,0,undefined,undefined
6,Case Manager:Add new button,Upload document,0,undefined,undefined
7,Case Manager:invalid description message,Upload document,0,undefined,undefined
8,Case Manager:document upload page,Upload document,0,undefined,undefined
9,Case Manager:case information page,Upload document,0,undefined,undefined
10,Case Manager:unauthorized information message,Upload document,0,undefined,undefined
11,Add new button:validate role of user,Upload document,0,undefined,undefined
12,Validate the information of description:invalid description message,Upload document,0,undefined,undefined
13,Validate the information of description:save uploaded document,Upload document,0,undefined,undefined
14,document upload page:Validate the information of description,Upload document,0,undefined,undefined
15,update case information page:case information page,Upload document,0,undefined,undefined
16,save uploaded document:document,Upload document,0,undefined,undefined
17,validate role of user:document upload page,Upload document,0,undefined,undefined
18,validate role of user:role,Upload document,0,undefined,undefined
19,save uploaded document:update case information page,Upload document,0,undefined,undefined
20,validate role of user:unauthorized information message,Upload document,0,undefined,undefined
21,stl#Administrator:Add new button,Upload document,0,undefined,undefined
22,stl#Administrator:case information page,Upload document,0,undefined,undefined
23,stl#Administrator:unauthorized information message,Upload document,0,undefined,undefined
24,stl#Administrator:document upload page,Upload document,0,undefined,undefined
25,stl#Administrator:invalid description message,Upload document,0,undefined,undefined
26,stl#Case Manager:Add new button,Upload document,0,undefined,undefined
27,stl#Case Manager:invalid description message,Upload document,0,undefined,undefined
28,stl#Case Manager:document upload page,Upload document,0,undefined,undefined
29,stl#Case Manager:case information page,Upload document,0,undefined,undefined
30,stl#Case Manager:unauthorized information message,Upload document,0,undefined,undefined
