id,element,useCase,type,component
1,Neon CRM:Invalid checkin information,Onsite user checkin,boundary,Check In Form
2,Validate feedback data:Neon CRM,Onsite user checkin,control,Registration Form
3,Rest cal for validating checkin information:Neon CRM,Onsite user checkin,control,Registration Form
4,User:Checkin button,Onsite user checkin,boundary,Check In Form
5,User:Invalid checkin information,Onsite user checkin,boundary,Check In Form
6,User:checkin page,Onsite user checkin,boundary,Check In Form
7,Checkin button:display checkin page,Onsite user checkin,boundary,Check In Form
8,save checkin information:Checkin information,Onsite user checkin,boundary,Check In Form
9,Invalid checkin information:save checkin information,Onsite user checkin,boundary,Check In Form
10,Rest cal for validating checkin information:Validate feedback data,Onsite user checkin,control,Feedback Form
11,checkin page:Rest cal for validating checkin information,Onsite user checkin,boundary,Check In Form
12,Validate feedback data:save checkin information,Onsite user checkin,boundary,Check In Form
13,display checkin page:checkin page,Onsite user checkin,boundary,Check In Form
14,stl#Neon CRM:Invalid checkin information,Onsite user checkin,Stimulus,undefined
15,stl#User:Checkin button,Onsite user checkin,Stimulus,undefined
16,stl#User:Invalid checkin information,Onsite user checkin,Stimulus,undefined
17,stl#User:checkin page,Onsite user checkin,Stimulus,undefined
