id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:Resolve Dispute page,Resolve Dispute,0,undefined,undefined
2,Administrator:Dispute Redemption Page,Resolve Dispute,0,undefined,undefined
3,ApproveDisputeController:EmailNotificationController,Resolve Dispute,0,undefined,undefined
4,ApproveDisputeController:Bills,Resolve Dispute,0,undefined,undefined
5,ApproveDisputeController:Display Success Page,Resolve Dispute,0,undefined,undefined
6,ApproveDisputeController:Dispute,Resolve Dispute,0,undefined,undefined
7,Resolve Dispute page:ApproveDisputeController,Resolve Dispute,0,undefined,undefined
8,ErrorController:Display Error Page,Resolve Dispute,0,undefined,undefined
9,Display Invalid Username Password Message:FetchDisputeController,Resolve Dispute,0,undefined,undefined
10,Dispute Redemption Page:Display Invalid Username Password Message,Resolve Dispute,0,undefined,undefined
11,Display login page:Dispute Redemption Page,Resolve Dispute,0,undefined,undefined
12,FetchDisputeController:Dispute,Resolve Dispute,0,undefined,undefined
13,Dispute Redemption Page:Selects Dispute,Resolve Dispute,0,undefined,undefined
14,Dispute Redemption Page:Enter username and password,Resolve Dispute,0,undefined,undefined
15,EmailNotificationController:Partner,Resolve Dispute,0,undefined,undefined
16,Enter username and password:FetchDisputeController,Resolve Dispute,0,undefined,undefined
17,FetchDisputeController:ErrorController,Resolve Dispute,0,undefined,undefined
18,FetchDisputeController:Resolve Dispute page,Resolve Dispute,0,undefined,undefined
19,Selects Dispute:FetchDisputeController,Resolve Dispute,0,undefined,undefined
20,Resolve Dispute page:View Redemption Statistics for Partner,Resolve Dispute,0,undefined,undefined
21,Resolve Dispute page:View Partneer Billing Status,Resolve Dispute,0,undefined,undefined
22,stl#Administrator:Resolve Dispute page,Resolve Dispute,0,undefined,undefined
23,stl#Administrator:Dispute Redemption Page,Resolve Dispute,0,undefined,undefined
