id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#Supervisor:Add invidual form page-->Supervisor:Add invidual form page-->Add invidual form page:validates input-->validates input:invalidate error message,Add individuals to the list of allowed users,TRAN_NA,4,1,5,3,20
2,stl#Supervisor:Add invidual form page-->Supervisor:Add invidual form page-->Add invidual form page:validates input-->validates input:Insert the new individual's record into db-->Insert the new individual's record into db:individuals record db,Add individuals to the list of allowed users,TRAN_NA,5,1,5.5,4,27.5
3,stl#Supervisor:Add invidual form page-->Supervisor:Add invidual form page-->Add invidual form page:validates input-->validates input:Insert the new individual's record into db-->Insert the new individual's record into db:Redirect View Individual's Page-->Redirect View Individual's Page:View Individual's page,Add individuals to the list of allowed users,TRAN_NA,6,1,5.6,5,33.599999999999994
4,stl#Supervisor:Add invidual form page-->Supervisor:Add invidual form page-->Add invidual form page:validates input-->validates input:Insert the new individual's record into db-->Insert the new individual's record into db:Redirect View Individual's Page-->Redirect View Individual's Page:send ot device-->send ot device:receive and storate device id at local storage-->receive and storate device id at local storage:individuals record db,Add individuals to the list of allowed users,TRAN_NA,8,2,5,7,40
5,stl#Supervisor:OTP empty error message-->Supervisor:OTP empty error message,Add individuals to the list of allowed users,CTRL;EXTCLL;INT,2,0,5,1,10
6,stl#Supervisor:invalidate error message-->Supervisor:invalidate error message,Add individuals to the list of allowed users,CTRL,2,1,5,1,10
7,stl#Supervisor:View Individual's page-->Supervisor:View Individual's page,Add individuals to the list of allowed users,CTRL;EXTCLL;INT,2,0,5,1,10
8,stl#Supervisor:"add individual" button-->Supervisor:"add individual" button-->"add individual" button:redirects to the add individual form page-->redirects to the add individual form page:Add invidual form page-->Add invidual form page:validates input-->validates input:invalidate error message,Add individuals to the list of allowed users,TRAN_NA,6,2,5,5,30
9,stl#Supervisor:"add individual" button-->Supervisor:"add individual" button-->"add individual" button:redirects to the add individual form page-->redirects to the add individual form page:Add invidual form page-->Add invidual form page:validates input-->validates input:Insert the new individual's record into db-->Insert the new individual's record into db:individuals record db,Add individuals to the list of allowed users,TRAN_NA,7,2,5.333333333333333,6,37.33333333333333
10,stl#Supervisor:"add individual" button-->Supervisor:"add individual" button-->"add individual" button:redirects to the add individual form page-->redirects to the add individual form page:Add invidual form page-->Add invidual form page:validates input-->validates input:Insert the new individual's record into db-->Insert the new individual's record into db:Redirect View Individual's Page-->Redirect View Individual's Page:View Individual's page,Add individuals to the list of allowed users,TRAN_NA,8,2,5.428571428571429,7,43.42857142857143
11,stl#Supervisor:"add individual" button-->Supervisor:"add individual" button-->"add individual" button:redirects to the add individual form page-->redirects to the add individual form page:Add invidual form page-->Add invidual form page:validates input-->validates input:Insert the new individual's record into db-->Insert the new individual's record into db:Redirect View Individual's Page-->Redirect View Individual's Page:send ot device-->send ot device:receive and storate device id at local storage-->receive and storate device id at local storage:individuals record db,Add individuals to the list of allowed users,TRAN_NA,10,3,5,9,50
