id,element,useCase,type,component
1,user:decline message,Submit Reservation Request,boundary,declinemessage
2,user:"decline" button in the request list,Submit Reservation Request,boundary,declinemessage
3,user:required fields missing prompt,Submit Reservation Request,entity,requiredfieldsmissingprompt
4,user:Surgical slots list and necessary information,Submit Reservation Request,boundary,declinemessage
5,user:submit success message,Submit Reservation Request,boundary,declinemessage
6,"decline" button in the request list:save surgical reservation info,Submit Reservation Request,boundary,Reservation
7,Display a decline message:decline message,Submit Reservation Request,boundary,declinemessage
8,submit success message:Display a decline message,Submit Reservation Request,boundary,declinemessage
9,save surgical reservation info:Surgical reservation info,Submit Reservation Request,boundary,Reservation
10,Surgical slots list and necessary information:check completeness of the form,Submit Reservation Request,control,ScheduleController
11,check completeness of the form:required fields missing prompt,Submit Reservation Request,entity,requiredfieldsmissingprompt
12,check completeness of the form:save surgical reservation info,Submit Reservation Request,boundary,Reservation
13,save surgical reservation info:submit success message,Submit Reservation Request,boundary,declinemessage
14,stl#user:decline message,Submit Reservation Request,Stimulus,undefined
15,stl#user:"decline" button in the request list,Submit Reservation Request,Stimulus,undefined
16,stl#user:required fields missing prompt,Submit Reservation Request,Stimulus,undefined
17,stl#user:Surgical slots list and necessary information,Submit Reservation Request,Stimulus,undefined
18,stl#user:submit success message,Submit Reservation Request,Stimulus,undefined
