NUM,PROJ,UseCase_Num,Tran_Num,Activity_Num,Component_Num,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,DET,RET,ILF,EIF,EI,EO,EQ,FN,IFPUG,NI,NE,MKII,EXT,ERY,RED,WRT,COSMIC,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,Amer_I_Can_Re_Up_2018-11-22@1545546245115,20,99,213,19,190,47,100,40,213,0,0,84,120,21,166,55,55,19,19,0,0,0,0,8,0,0,195,18,0,2.8947368421052633,2.8947368421052633,0.42105263157894735,0,0,10.263157894736842,2.8947368421052633,5.399999999999999,0,3,0,9,3,23,0,12,53,23,17.782608695652176,76.56521739130434,1361.5293005671078,55,19,121,17,0,0,373,99,511,99,99,226.7,99,99,99,99,396,Unknown,NA,NA,NA,NA,0,1,1,6,9,5,0,0,195,195,100.46520000000001,299.6588,200.8967,100.46520000000001,299.6588,200.8967,19,55,195,18,18,195,20,5.399999999999999,2.8947368421052633,0,2.8947368421052633,0,0,19,0.2842105263157894,0,0,0,0,0,0,4,19,195,195,20,0,0,0,0,19,0,0,0,55,8,55,195,2.8947368421052633,0.42105263157894735,2.8947368421052633,20.526315789473685,20.526315789473685,19,2.8947368421052633,19,19,195,195,0.42105263157894735,55,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Amer_I_Can_Re_Up_2018-11-22@1545546245115_analysis\filteredTransactionEvaluation.csv
1,Leamos_TM_2018-11-22@1545546245120,16,57,171,14,148,41,58,32,171,0,0,38,168,7,130,41,33,14,14,0,0,0,0,14,0,1,152,13,0,2.357142857142857,2.9285714285714284,1,0,0.07142857142857142,10.857142857142858,2.9285714285714284,3.899999999999999,0,7,0,14,7,33,0,21,10,33,7.181818181818182,20.393939393939394,146.46556473829202,41,14,96,12,0,0,243,57,351,57,57,131.31999999999996,57,57,57,57,228,Unknown,NA,NA,NA,NA,0,1,1,6,10,0,0,0,130,130,57.843599999999974,133.9912,110.6886,57.843599999999974,133.9912,110.6886,14,41,153,13,13,152,16,3.899999999999999,2.357142857142857,0,2.9285714285714284,0,0,14,0.2785714285714285,0,0,0,0,0,0,4,14,152,152,16,0,0,0,0,14,0,0,1,33,14,41,152,2.357142857142857,1,2.9285714285714284,21.714285714285715,21.714285714285715,14,2.9285714285714284,14,14,152,152,1,33,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Leamos_TM_2018-11-22@1545546245120_analysis\filteredTransactionEvaluation.csv
1,Istartonmonday_com_2018-11-22@1545546245120,24,121,290,16,259,75,121,48,290,0,0,192,20,13,215,37,67,16,16,0,0,0,0,20,0,0,248,16,0,4.1875,2.3125,1.25,0,0,15.5,2.3125,4.799999999999999,0,0,0,3,0,3,0,3,96,3,174.33333333333334,482.3333333333333,84086.77777777778,37,16,45,60,0,0,466,121,571,121,121,275.2,121,121,121,121,484,Unknown,NA,NA,NA,NA,0,1,1,7,6,11,0,0,260,260,122.79079999999999,238.62800000000004,202.00279999999998,122.79079999999999,238.62800000000004,202.00279999999998,16,37,248,16,16,248,24,4.799999999999999,4.1875,0,2.3125,0,0,16,0.29999999999999993,0,0,0,0,0,0,3,16,248,248,24,0,0,0,0,16,0,0,0,67,20,37,248,4.1875,1.25,2.3125,31,31,16,2.3125,16,16,248,248,1.25,67,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Istartonmonday_com_2018-11-22@1545546245120_analysis\filteredTransactionEvaluation.csv
1,LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-11-22@1545546245121,20,132,238,32,249,70,133,40,238,0,0,15,252,26,168,103,76,32,32,0,0,0,0,19,3,5,220,42,0,2.375,3.21875,0.59375,0.09375,0.15625,6.875,3.21875,9.3,0,14,0,0,14,39,0,14,58,39,10.974358974358974,62.12820512820513,681.8172255095333,103,32,215,36,0,0,455,132,706,132,132,303.99999999999994,132,132,132,132,528,Unknown,NA,NA,NA,NA,0,1,1,10,3,7,0,0,185,185,133.95360000000002,359.8414000000001,249.86510000000004,133.95360000000002,359.8414000000001,249.86510000000004,32,103,228,42,42,220,20,9.3,2.375,0,3.21875,0,3,32,0.290625,0,0,0,0,0,0,4,32,220,220,20,0,0,0,0,32,0,3,5,76,19,103,220,2.375,0.59375,3.21875,13.75,13.75,32,3.21875,32,32,220,220,0.59375,76,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,Los_Angeles_Child_Guidance_Clinic_Employment_Opportunities_Online_Application_System_2018-11-22@1545546245121,21,117,249,41,230,58,118,42,249,0,0,82,186,15,191,96,96,41,41,0,0,0,0,14,0,1,237,44,0,2.341463414634146,2.341463414634146,0.34146341463414637,0,0.024390243902439025,5.780487804878049,2.341463414634146,12.300000000000008,0,9,0,19,9,38,0,28,60,38,13.763157894736842,34.76315789473684,478.4508310249308,96,41,266,57,0,0,420,117,743,117,117,272.74,117,117,117,117,468,Unknown,NA,NA,NA,NA,0,1,1,6,5,10,0,0,230,230,118.73159999999997,225.1647,168.83409999999998,118.73159999999997,225.1647,168.83409999999998,41,96,238,44,44,237,21,12.300000000000008,2.341463414634146,0,2.341463414634146,0,0,41,0.3000000000000002,0,0,0,0,0,0,0,41,237,237,21,0,0,0,0,41,0,0,1,96,14,96,237,2.341463414634146,0.34146341463414637,2.341463414634146,11.560975609756097,11.560975609756097,41,2.341463414634146,41,41,237,237,0.34146341463414637,96,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Los_Angeles_Child_Guidance_Clinic_Employment_Opportunities_Online_Application_System_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,LEMA_Pilot_School_Integrated_Scheduling_System_2018-11-22@1545546245121,19,75,191,29,164,50,75,38,191,0,0,72,108,15,141,99,60,29,29,0,0,0,0,2,0,0,198,29,0,2.0689655172413794,3.413793103448276,0.06896551724137931,0,0,6.827586206896552,3.413793103448276,8.7,0,5,0,7,5,16,0,12,42,16,18.1875,38.875,707.0390625,99,29,150,44,0,0,277,75,471,75,75,175.54,75,75,75,75,300,Unknown,NA,NA,NA,NA,0,1,1,9,7,3,0,0,160,160,76.10999999999999,124.16680000000001,95.75599999999999,76.10999999999999,124.16680000000001,95.75599999999999,29,99,198,29,29,198,19,8.7,2.0689655172413794,0,3.413793103448276,0,0,29,0.3,0,0,0,0,0,0,2,29,198,198,19,0,0,0,0,29,0,0,0,60,2,99,198,2.0689655172413794,0.06896551724137931,3.413793103448276,13.655172413793103,13.655172413793103,29,3.413793103448276,29,29,198,198,0.06896551724137931,60,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\LEMA_Pilot_School_Integrated_Scheduling_System_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,Art_Crafts_Website_2018-11-22@1545546245121,9,34,79,9,70,18,34,18,79,0,0,46,20,5,61,10,20,9,9,0,0,0,0,2,0,0,74,9,0,2.2222222222222223,1.1111111111111112,0.2222222222222222,0,0,8.222222222222221,1.1111111111111112,2.6999999999999997,0,0,0,1,0,1,0,1,25,1,129,408,52632,10,9,10,46,0,0,135,34,191,34,34,78.5,34,34,34,34,136,Unknown,NA,NA,NA,NA,0,1,1,2,7,0,0,0,80,80,34.5032,65.33399999999999,52.13920000000001,34.5032,65.33399999999999,52.13920000000001,9,10,74,9,9,74,9,2.6999999999999997,2.2222222222222223,0,1.1111111111111112,0,0,9,0.3,0,0,0,0,0,0,3,9,74,74,9,0,0,0,0,9,0,0,0,20,2,10,74,2.2222222222222223,0.2222222222222222,1.1111111111111112,16.444444444444443,16.444444444444443,9,1.1111111111111112,9,9,74,74,0.2222222222222222,20,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Art_Crafts_Website_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,Improvementon_on_VITA_website_2018-11-22@1545546245121,9,29,79,9,72,18,29,18,79,0,0,28,66,0,61,43,13,9,9,0,0,0,0,17,0,0,83,9,0,1.4444444444444444,4.777777777777778,1.8888888888888888,0,0,9.222222222222221,4.777777777777778,2.6999999999999997,0,0,0,1,0,7,0,1,14,7,17.714285714285715,49,868,43,9,41,22,0,0,115,29,178,29,29,67.30000000000001,29,29,29,29,116,Unknown,NA,NA,NA,NA,0,1,1,8,1,0,0,0,50,50,29.429199999999998,65.7371,49.0927,29.429199999999998,65.7371,49.0927,9,43,83,9,9,83,9,2.6999999999999997,1.4444444444444444,0,4.777777777777778,0,0,9,0.3,0,0,0,0,0,0,3,9,83,83,9,0,0,0,0,9,0,0,0,13,17,43,83,1.4444444444444444,1.8888888888888888,4.777777777777778,18.444444444444443,18.444444444444443,9,4.777777777777778,9,9,83,83,1.8888888888888888,13,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Improvementon_on_VITA_website_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,Web_based_product_configurator_and_data_service_system_2018-11-22@1545546245122,15,44,117,9,103,28,44,30,117,0,0,55,62,3,89,25,35,9,9,0,0,0,0,0,0,0,114,9,0,3.888888888888889,2.7777777777777777,0,0,0,12.666666666666666,2.7777777777777777,2.6999999999999997,0,0,0,3,0,5,0,3,26,5,34.2,74.8,2558.1600000000003,25,9,58,12,0,0,158,44,228,44,44,100.89999999999999,44,44,44,44,176,Unknown,NA,NA,NA,NA,0,1,1,13,2,0,0,0,85,85,44.65119999999999,71.05339999999998,55.49069999999999,44.65119999999999,71.05339999999998,55.49069999999999,9,25,114,9,9,114,15,2.6999999999999997,3.888888888888889,0,2.7777777777777777,0,0,9,0.3,0,0,0,0,0,0,3,9,114,114,15,0,0,0,0,9,0,0,0,35,0,25,114,3.888888888888889,0,2.7777777777777777,25.333333333333332,25.333333333333332,9,2.7777777777777777,9,9,114,114,0,35,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Web_based_product_configurator_and_data_service_system_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,Improving_Thai_CDC_2018-11-22@1545546245119,22,163,364,12,342,89,163,44,364,0,0,158,226,4,275,32,42,12,12,0,0,0,0,6,0,0,304,12,0,3.5,2.6666666666666665,0.5,0,0,25.333333333333332,2.6666666666666665,3.599999999999999,0,3,0,12,3,15,0,15,126,15,52.733333333333334,216.86666666666667,11436.102222222224,32,12,58,29,0,0,622,163,709,163,163,368.24,163,163,163,163,652,Unknown,NA,NA,NA,NA,0,1,1,6,5,11,0,0,245,245,165.41239999999996,590.2782000000001,354.3249,165.41239999999996,590.2782000000001,354.3249,12,32,304,12,12,304,22,3.599999999999999,3.5,0,2.6666666666666665,0,0,12,0.29999999999999993,0,0,0,0,0,0,3,12,304,304,22,0,0,0,0,12,0,0,0,42,6,32,304,3.5,0.5,2.6666666666666665,50.666666666666664,50.666666666666664,12,2.6666666666666665,12,12,304,304,0.5,42,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Improving_Thai_CDC_2018-11-22@1545546245119_analysis\filteredTransactionEvaluation.csv
