id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
1,User->Camera App->show picture and options to post nearby or to an event->Options to post,EQ,CTRL|INT,4,2,1,0,1,3,Post Picture,Post Picture
2,User->Camera App->Event and caption Input,FUNC_NA,TRAN_NA,3,2,0,0,1,3,Post Picture,Post Picture
3,User->Camera App->opens up the gallery application->gallery application,EQ,CTRL|INT,4,2,1,0,1,3,Post Picture,Post Picture
4,User->gallery application->shows the picture and text box for caption->Event and caption Input,EQ,CTRL|INT,4,2,1,0,1,3,Post Picture,Post Picture
5,User->Camera Icon->Launch Camera Application->Camera App,EQ,CTRL|INT,4,2,1,0,1,3,Post Picture,Post Picture
6,User->Options to post->retrive user's location and posts the picture at location->Picture,EI,CTRL|DM|EI,4,1,1,1,1,1,Post Picture,Post Picture
7,User->Delete Button->Shows confirm prompt->Confirm Box,EQ,CTRL|INT,4,2,1,0,1,3,Delete Picture,Delete Picture
8,User->Confirm Box->close the prompt and delete the picture->Picture,EI,CTRL|DM|EI,4,1,1,1,1,1,Delete Picture,Delete Picture
9,User->Picture Gallery->retrieve picture details->Picture,EI,CTRL|DM|EI,4,1,1,1,1,1,View Specific Picture,View Specific Picture
10,User->Heart Icon on a picture->Store the like information->Like Information,EI,CTRL|DM|EI,4,1,1,1,1,1,Like Picture,Like Picture
11,User->Heart Icon on a picture->Store the like information->The total number of likes,EQ,CTRL|INT,4,2,1,0,1,3,Like Picture,Like Picture
12,User->The heart icon on picture->remove the user liking information->Like Information,EI,CTRL|DM|EI,4,1,1,1,1,1,Unlike Picture,Unlike Picture
13,User->The heart icon on picture->remove the user liking information->Total Number of Likes,EQ,CTRL|INT,4,2,1,0,1,3,Unlike Picture,Unlike Picture
14,User->report confirm dialog->store report information->report information,EI,CTRL|DM|EI,4,1,1,1,1,1,Report Picture - Submit,Report Picture - Submit
15,User->Report icon on the picture->prompot confirm->report confirm dialog,EQ,CTRL|INT,4,2,1,0,1,3,Report Picture - Submit,Report Picture - Submit
16,User->Download button->download to phone->Local Storage,EI,CTRL|DM|EI,4,1,1,1,1,1,Save Picture to Device,Save Picture to Device
17,User->Hashtag input box->Search->picture->shows the search result->Search Result,FUNC_NA,CTRL|DM|EQ|INT,6,2,2,1,1,3,Browse Event Pictures,Browse Event Pictures
18,User->Search Result->shows the  pictures clicked->Picture Display,EQ,CTRL|INT,4,2,1,0,1,3,Browse Event Pictures,Browse Event Pictures
19,User->Hashtag icon->Show hashtag text input->Hashtag input box,EQ,CTRL|INT,4,2,1,0,1,3,Browse Event Pictures,Browse Event Pictures
20,User->Filter Icon->Display sorting options->Sorting options,EQ,CTRL|INT,4,2,1,0,1,3,Sort Pictures,Sort Pictures
21,User->Sorting options->sort the picture->Sorted List of Pictures,EQ,CTRL|INT,4,2,1,0,1,3,Sort Pictures,Sort Pictures
22,User->Private Event Name and Password Input->Check the presence of the event->Warning information of duplicate,EQ,CTRL|INT,4,2,1,0,1,3,Create Private Event,Create Private Event
23,User->Delete Event Button->Show warning of deletion->Confirm Box,EQ,CTRL|INT,4,2,1,0,1,3,Delete Event,Delete Event
24,User->Confirm Box->Close warning and delete event->Delete Picture->Picture,EI,CTRL|DM|EI,5,1,2,1,1,1,Delete Event,Delete Event
25,User->Confirm Box->Close warning and delete event->Event,EI,CTRL|DM|EI,4,1,1,1,1,1,Delete Event,Delete Event
26,User->Search box of events->Search events by name->List of Events,EQ,CTRL|INT,4,2,1,0,1,3,Search Events,Search Events
27,User->Search box of events->Search events by name->Event,EI,CTRL|DM|EI,4,1,1,1,1,1,Search Events,Search Events
28,User->Public Event Name Field->Create the public event->Public Event,EI,CTRL|DM|EI,4,1,1,1,1,1,Create Public Events,Create Public Events
29,User->Public Event Name Field->Check presence of the event->Warning Information of Duplicate,EQ,CTRL|INT,4,2,1,0,1,3,Create Public Events,Create Public Events
30,User->Query Users List Button->query user list->user list filter box,EQ,CTRL|INT,4,2,1,0,1,3,Browse Users,Browse Users
31,User->Query Users List Button->query user list->User,EI,CTRL|DM|EI,4,1,1,1,1,1,Browse Users,Browse Users
32,User->user list filter box->Filter users->Filtered List of Users,EQ,CTRL|INT,4,2,1,0,1,3,Browse Users,Browse Users
