id,path,transactional,path_length,diagram,useCase
1,User->Battle Scene->Increase Opponenent Weapons,TRAN_NA,3,Increase Difficulty accordingly,Increase Difficulty accordingly
2,User->Battle Scene->Increase Number of Army->Increase Closing-in speed->Increase Opponenent Weapons,TRAN_NA,5,Increase Difficulty accordingly,Increase Difficulty accordingly
3,User->Battle Scene->Increase Number of Army->Battle,CTRL,4,Increase Difficulty accordingly,Increase Difficulty accordingly
4,User->Battle Scene->Increase Number of Army->Battle,DM,4,Increase Difficulty accordingly,Increase Difficulty accordingly
5,User->Battle Scene->Increase Number of Army->Battle,EI,4,Increase Difficulty accordingly,Increase Difficulty accordingly
6,User->Battle Scene->Increase Number of Army->Achievements,CTRL,4,Increase Difficulty accordingly,Increase Difficulty accordingly
7,User->Battle Scene->Increase Number of Army->Achievements,DM,4,Increase Difficulty accordingly,Increase Difficulty accordingly
8,User->Battle Scene->Increase Number of Army->Achievements,EI,4,Increase Difficulty accordingly,Increase Difficulty accordingly
9,User->Battle Scene->Increase Number of Army->User Master,CTRL,4,Increase Difficulty accordingly,Increase Difficulty accordingly
10,User->Battle Scene->Increase Number of Army->User Master,DM,4,Increase Difficulty accordingly,Increase Difficulty accordingly
11,User->Battle Scene->Increase Number of Army->User Master,EI,4,Increase Difficulty accordingly,Increase Difficulty accordingly
12,User->Battle Scene->Increase Closing-in speed->Increase Opponenent Weapons,TRAN_NA,4,Increase Difficulty accordingly,Increase Difficulty accordingly
