id,element,useCase,type,outboundDegree,inboundDegree
1,Report Poster:Review Report,Post Bad Driver Report to Insurance DB,0,undefined,undefined
2,Report Poster:List of reports screen,Post Bad Driver Report to Insurance DB,0,undefined,undefined
3,Report Poster:Enter License Plate# Screen,Post Bad Driver Report to Insurance DB,0,undefined,undefined
4,Bad Dirver Report:Review Report,Post Bad Driver Report to Insurance DB,0,undefined,undefined
5,Cancel report:Bad Dirver Report,Post Bad Driver Report to Insurance DB,0,undefined,undefined
6,check if all details are filled?:Bad Dirver Report,Post Bad Driver Report to Insurance DB,0,undefined,undefined
7,describe vechle(license  # model/make etc):Bad Dirver Report,Post Bad Driver Report to Insurance DB,0,undefined,undefined
8,describe incident (category security etc):Bad Dirver Report,Post Bad Driver Report to Insurance DB,0,undefined,undefined
9,Enter License Plate# Screen:Cancel report,Post Bad Driver Report to Insurance DB,0,undefined,undefined
10,Enter License Plate# Screen:Capture Image,Post Bad Driver Report to Insurance DB,0,undefined,undefined
11,Display error message from empty fields:Enter License Plate# Screen,Post Bad Driver Report to Insurance DB,0,undefined,undefined
12,List of reports screen:Display error message from empty fields,Post Bad Driver Report to Insurance DB,0,undefined,undefined
13,check if all details are filled?:Display error message from empty fields,Post Bad Driver Report to Insurance DB,0,undefined,undefined
14,Display in non-editable fields:get date time and location of incident from video metadata,Post Bad Driver Report to Insurance DB,0,undefined,undefined
15,Enter License Plate# Screen:Display in non-editable fields,Post Bad Driver Report to Insurance DB,0,undefined,undefined
16,Display video:List of reports screen,Post Bad Driver Report to Insurance DB,0,undefined,undefined
17,Enter License Plate# Screen:Display video,Post Bad Driver Report to Insurance DB,0,undefined,undefined
18,Video:Display video,Post Bad Driver Report to Insurance DB,0,undefined,undefined
19,Enter License Plate# Screen:describe vechle(license  # model/make etc),Post Bad Driver Report to Insurance DB,0,undefined,undefined
20,Enter License Plate# Screen:Post report,Post Bad Driver Report to Insurance DB,0,undefined,undefined
21,describe incident (category security etc):Enter License Plate# Screen,Post Bad Driver Report to Insurance DB,0,undefined,undefined
22,Post report:check if all details are filled?,Post Bad Driver Report to Insurance DB,0,undefined,undefined
23,get date time and location of incident from video metadata:Video,Post Bad Driver Report to Insurance DB,0,undefined,undefined
24,stl#Report Poster:Review Report,Post Bad Driver Report to Insurance DB,0,undefined,undefined
25,stl#Report Poster:List of reports screen,Post Bad Driver Report to Insurance DB,0,undefined,undefined
26,stl#Report Poster:Enter License Plate# Screen,Post Bad Driver Report to Insurance DB,0,undefined,undefined
