id,element,useCase,type,component
1,Transport Coordinator:Vlunteer Diaster Homepage,Manage victim emergency emt assignment information,control,VlunteerDiasterHomepage
2,Transport Coordinator:category's page,Manage victim emergency emt assignment information,boundary,EMTformpage
3,Transport Coordinator:management assigments details page,Manage victim emergency emt assignment information,control,VlunteerDiasterHomepage
4,Transport Coordinator:Management victims/EMT asignments page,Manage victim emergency emt assignment information,entity,Printsoutthelistofvictims
5,Transport Coordinator:null input informaiton error,Manage victim emergency emt assignment information,control,ValidatesInput
6,Transport Coordinator:"Manage victims/EMT assignments" button,Manage victim emergency emt assignment information,entity,Printsoutthelistofvictims
7,Transport Coordinator:Update Victims Assignments Form Page,Manage victim emergency emt assignment information,boundary,EMTformpage
8,Transport Coordinator:volunteer homepage,Manage victim emergency emt assignment information,control,VlunteerDiasterHomepage
9,"Manage victims/EMT assignments" button:Redirect to management/EMT assignments page,Manage victim emergency emt assignment information,boundary,RedirectViewIndividualsPage
10,Redirects to update victim assignment form page:Hospital information,Manage victim emergency emt assignment information,boundary,EMTformpage
11,Redirects to the manage victims/EMT assignmetns page:Management victims/EMT asignments page,Manage victim emergency emt assignment information,entity,Printsoutthelistofvictims
12,Redirect to management/EMT assignments page:management assigments details page,Manage victim emergency emt assignment information,control,VlunteerDiasterHomepage
13,Redirects to the manage victims/EMT assignmetns page:add new victim record to db,Manage victim emergency emt assignment information,entity,Printsoutthelistofvictims
14,System updates record in the database:Redirects to the manage victims/EMT assignmetns page,Manage victim emergency emt assignment information,boundary,RedirectViewIndividualsPage
15,Redirects to update victim assignment form page:Update Victims Assignments Form Page,Manage victim emergency emt assignment information,boundary,EMTformpage
16,management assigments details page:Redirects to update victim assignment form page,Manage victim emergency emt assignment information,boundary,RedirectViewIndividualsPage
17,System updates record in the database:category's page,Manage victim emergency emt assignment information,boundary,EMTformpage
18,System updates record in the database:assignment detail database,Manage victim emergency emt assignment information,control,assignmentdetaildatabase
19,Validates input as being correct:System updates record in the database,Manage victim emergency emt assignment information,control,assignmentdetaildatabase
20,Update Victims Assignments Form Page:Validates input as being correct,Manage victim emergency emt assignment information,control,ValidatesInput
21,Validates input as being correct:null input informaiton error,Manage victim emergency emt assignment information,control,ValidatesInput
22,add new victim record to db:Vlunteer Diaster Homepage,Manage victim emergency emt assignment information,control,VlunteerDiasterHomepage
23,add new victim record to db:db,Manage victim emergency emt assignment information,entity,db
24,add new victim record to db:volunteer homepage,Manage victim emergency emt assignment information,control,VlunteerDiasterHomepage
25,stl#Transport Coordinator:Vlunteer Diaster Homepage,Manage victim emergency emt assignment information,Stimulus,undefined
26,stl#Transport Coordinator:category's page,Manage victim emergency emt assignment information,Stimulus,undefined
27,stl#Transport Coordinator:management assigments details page,Manage victim emergency emt assignment information,Stimulus,undefined
28,stl#Transport Coordinator:Management victims/EMT asignments page,Manage victim emergency emt assignment information,Stimulus,undefined
29,stl#Transport Coordinator:null input informaiton error,Manage victim emergency emt assignment information,Stimulus,undefined
30,stl#Transport Coordinator:"Manage victims/EMT assignments" button,Manage victim emergency emt assignment information,Stimulus,undefined
31,stl#Transport Coordinator:Update Victims Assignments Form Page,Manage victim emergency emt assignment information,Stimulus,undefined
32,stl#Transport Coordinator:volunteer homepage,Manage victim emergency emt assignment information,Stimulus,undefined
