id,element,useCase,type,component
1,calculate tips based on input info:Internet browser,Use Tip Calculator,actor,Internetbrowser
2,User:tip calculator page,Use Tip Calculator,boundary,Homepage
3,User:tip calculator  button,Use Tip Calculator,control,tipcalculatorbutton
4,calculate tips based on input info:display added business page,Use Tip Calculator,control,businesslist
5,tip calculator page:calculate tips based on input info,Use Tip Calculator,control,tipcalculatorbutton
6,display added business page:pdf file,Use Tip Calculator,entity,pdffile
7,display tip calculator page:tip calculator page,Use Tip Calculator,control,tipcalculatorbutton
8,tip calculator  button:display tip calculator page,Use Tip Calculator,control,tipcalculatorbutton
9,stl#User:tip calculator page,Use Tip Calculator,Stimulus,undefined
10,stl#User:tip calculator  button,Use Tip Calculator,Stimulus,undefined
