id,element,useCase,type,component
1,Vendor:delete failed dialog,Delete product,boundary,Medical Profile
2,Vendor:delete success message,Delete product,boundary,deletesuccessmessage
3,Vendor:delete product button,Delete product,boundary,deletesuccessmessage
4,Vendor:Confirm dialog,Delete product,boundary,Blog
5,Confirm dialog:delete product,Delete product,boundary,deletesuccessmessage
6,open confirm dialog:Confirm dialog,Delete product,boundary,Blog
7,delete product:delete failed dialog,Delete product,boundary,Medical Profile
8,delete product:product,Delete product,actor,Buyer Profile
9,delete product:delete success message,Delete product,boundary,deletesuccessmessage
10,delete product button:open confirm dialog,Delete product,boundary,Blog
11,stl#Vendor:delete failed dialog,Delete product,Stimulus,undefined
12,stl#Vendor:delete success message,Delete product,Stimulus,undefined
13,stl#Vendor:delete product button,Delete product,Stimulus,undefined
14,stl#Vendor:Confirm dialog,Delete product,Stimulus,undefined
